ENTITY_NAME,ENTITY_TYPE
Oak Lawn,CITY
Caldwell,CITY
Portland,CITY
Concord,CITY
Burien,CITY
St. Charles,CITY
Waukesha,CITY
Flagstaff,CITY
Puyallup,CITY
Schenectady,CITY
Denver,CITY
Springfield,CITY
Campbell,CITY
Moreno Valley,CITY
Kettering,CITY
Lincoln Park,CITY
Lake Havasu City,CITY
North Little Rock,CITY
Reno,CITY
Littleton,CITY
Prescott,CITY
Dublin,CITY
Texarkana,CITY
Portland,CITY
Brooklyn Park,CITY
West Haven,CITY
El Centro,CITY
The Colony,CITY
Flint,CITY
Pittsburg,CITY
Buckeye,CITY
Brea,CITY
Indio,CITY
Scottsdale,CITY
Columbus,CITY
Lancaster,CITY
Lincoln,CITY
Trenton,CITY
Boston,CITY
Glendora,CITY
Rochester,CITY
Florissant,CITY
Annapolis,CITY
Chapel Hill,CITY
Lawrence,CITY
Calexico,CITY
Calumet City,CITY
Missoula,CITY
Clovis,CITY
Pearland,CITY
Gilbert,CITY
Wausau,CITY
Raleigh,CITY
Orange,CITY
Walnut Creek,CITY
Bremerton,CITY
Porterville,CITY
Marana,CITY
Tallahassee,CITY
Conroe,CITY
Blacksburg,CITY
San Antonio,CITY
Hartford,CITY
Waterloo,CITY
Binghamton,CITY
Meridian,CITY
Fond du Lac,CITY
Baytown,CITY
Cary,CITY
Weymouth Town,CITY
Tulsa,CITY
Mission,CITY
Cuyahoga Falls,CITY
Malden,CITY
Allen,CITY
Tucson,CITY
Franklin,CITY
Shakopee,CITY
Jacksonville,CITY
Atlantic City,CITY
Erie,CITY
Merced,CITY
Abilene,CITY
Yorba Linda,CITY
Greenville,CITY
Huntersville,CITY
St. Clair Shores,CITY
Harrisburg,CITY
San Buenaventura (Ventura),CITY
Fremont,CITY
Pueblo,CITY
Chelsea,CITY
Belleville,CITY
Minneapolis,CITY
Bartlett,CITY
Wichita Falls,CITY
Missouri City,CITY
St. Louis,CITY
Pharr,CITY
Albuquerque,CITY
Athens-Clarke County,CITY
South Jordan,CITY
North Las Vegas,CITY
Pomona,CITY
Eastvale,CITY
Grove City,CITY
Lawrence,CITY
Midland,CITY
Oklahoma City,CITY
Oro Valley,CITY
Mesa,CITY
Norwalk,CITY
Kentwood,CITY
Brookfield,CITY
Rockwall,CITY
Mishawaka,CITY
Tustin,CITY
St. Cloud,CITY
Passaic,CITY
Escondido,CITY
San Bruno,CITY
Berkeley,CITY
San Clemente,CITY
Lawton,CITY
Eau Claire,CITY
Maricopa,CITY
DeSoto,CITY
Fort Wayne,CITY
Shoreline,CITY
Medford,CITY
La Habra,CITY
Albany,CITY
Daly City,CITY
Taylor,CITY
Lynchburg,CITY
Bowie,CITY
Danbury,CITY
Charlottesville,CITY
Coral Gables,CITY
Coeur d'Alene,CITY
El Monte,CITY
Crystal Lake,CITY
Danville,CITY
Goodyear,CITY
Paterson,CITY
Salem,CITY
Kissimmee,CITY
Saginaw,CITY
Brownsville,CITY
Flower Mound,CITY
Grapevine,CITY
Edina,CITY
Detroit,CITY
Fairfield,CITY
Mansfield,CITY
Rochester,CITY
Birmingham,CITY
Austin,CITY
Santa Barbara,CITY
Addison,CITY
Rio Rancho,CITY
Normal,CITY
Romeoville,CITY
Coon Rapids,CITY
San Mateo,CITY
Orlando,CITY
Casper,CITY
Bedford,CITY
Wilmington,CITY
Pinellas Park,CITY
North Miami Beach,CITY
Kansas City,CITY
Fitchburg,CITY
Wheeling,CITY
Newton,CITY
North Miami,CITY
Norwich,CITY
Newark,CITY
Alexandria,CITY
Blaine,CITY
Harlingen,CITY
Lompoc,CITY
Denton,CITY
Galveston,CITY
Greenwood,CITY
Salinas,CITY
Miami Gardens,CITY
Huntington,CITY
Laredo,CITY
Melbourne,CITY
Haltom City,CITY
Palm Bay,CITY
Wilson,CITY
Bountiful,CITY
Ceres,CITY
Parma,CITY
Rapid City,CITY
Bell Gardens,CITY
Commerce City,CITY
Springfield,CITY
Fort Collins,CITY
San Leandro,CITY
Vista,CITY
Yonkers,CITY
Cincinnati,CITY
Hagerstown,CITY
Sanford,CITY
Union City,CITY
Toledo,CITY
Sierra Vista,CITY
Newport News,CITY
Hammond,CITY
Buffalo Grove,CITY
Sugar Land,CITY
Huntsville,CITY
Lodi,CITY
Edmonds,CITY
Duncanville,CITY
Rocky Mount,CITY
Pontiac,CITY
National City,CITY
Hayward,CITY
Niagara Falls,CITY
Sparks,CITY
Hanford,CITY
Cypress,CITY
Youngstown,CITY
Madison,CITY
Redlands,CITY
Cape Girardeau,CITY
Nampa,CITY
Washington,CITY
Wheaton,CITY
Lancaster,CITY
Rialto,CITY
Fargo,CITY
Peoria,CITY
Omaha,CITY
Rancho Santa Margarita,CITY
Manhattan,CITY
Palm Springs,CITY
San Diego,CITY
Santa Rosa,CITY
Lowell,CITY
Broken Arrow,CITY
Kent,CITY
Nashville,CITY
Hackensack,CITY
Broomfield,CITY
Durham,CITY
Wichita,CITY
Cathedral City,CITY
Lakeville,CITY
Elmhurst,CITY
Weslaco,CITY
Greenfield,CITY
Sunnyvale,CITY
Santa Cruz,CITY
Kenosha,CITY
State College,CITY
Mansfield,CITY
Quincy,CITY
Pompano Beach,CITY
San Angelo,CITY
Bloomington,CITY
Tracy,CITY
Spartanburg,CITY
Nashua,CITY
Macon,CITY
Hempstead,CITY
Camden,CITY
Palm Desert,CITY
Streamwood,CITY
Chesapeake,CITY
Dublin,CITY
Camarillo,CITY
Muskegon,CITY
Elizabeth,CITY
Anchorage,CITY
Minot,CITY
Davie,CITY
McAllen,CITY
McKinney,CITY
Killeen,CITY
Findlay,CITY
Oakland,CITY
Mountain View,CITY
Lake Elsinore,CITY
Amarillo,CITY
Provo,CITY
Atlanta,CITY
Monterey Park,CITY
Strongsville,CITY
Madera,CITY
Decatur,CITY
Woonsocket,CITY
Mobile,CITY
Vallejo,CITY
Arcadia,CITY
Collierville,CITY
Jefferson City,CITY
Longview,CITY
Chandler,CITY
Arvada,CITY
Alhambra,CITY
Kokomo,CITY
Oakland Park,CITY
Indianapolis,CITY
Boynton Beach,CITY
Apache Junction,CITY
Mount Prospect,CITY
Cranston,CITY
Lafayette,CITY
Olathe,CITY
Johns Creek,CITY
Greensboro,CITY
Kalamazoo,CITY
Tigard,CITY
Jacksonville,CITY
Citrus Heights,CITY
Tuscaloosa,CITY
Ankeny,CITY
Hawthorne,CITY
Hoover,CITY
Delray Beach,CITY
Wellington,CITY
Bullhead City,CITY
Weston,CITY
Troy,CITY
New Rochelle,CITY
Stockton,CITY
Royal Oak,CITY
Titusville,CITY
Laguna Niguel,CITY
Spokane Valley,CITY
Costa Mesa,CITY
Grand Prairie,CITY
Portsmouth,CITY
Lacey,CITY
Apex,CITY
Sioux City,CITY
Encinitas,CITY
Spanish Fork,CITY
Huntington Park,CITY
Eden Prairie,CITY
Peoria,CITY
Tempe,CITY
Wilmington,CITY
Taylorsville,CITY
Westland,CITY
Mesquite,CITY
Burlington,CITY
Garland,CITY
Richmond,CITY
Bismarck,CITY
Carson City,CITY
Muskogee,CITY
Augusta-Richmond County,CITY
Fayetteville,CITY
Albany,CITY
Sayreville,CITY
Newark,CITY
Diamond Bar,CITY
Decatur,CITY
Chattanooga,CITY
Jeffersonville,CITY
Bartlett,CITY
Baldwin Park,CITY
Miami Beach,CITY
Jackson,CITY
Port Arthur,CITY
San Luis Obispo,CITY
Burleson,CITY
Newport Beach,CITY
Riverton,CITY
Yakima,CITY
Dayton,CITY
Gulfport,CITY
Long Beach,CITY
Chico,CITY
Hattiesburg,CITY
Eugene,CITY
Colton,CITY
Montebello,CITY
Pleasanton,CITY
Everett,CITY
Hutchinson,CITY
Fairfield,CITY
Avondale,CITY
Euclid,CITY
Battle Creek,CITY
Bloomington,CITY
Rock Island,CITY
Beaverton,CITY
Kenner,CITY
Clovis,CITY
Troy,CITY
Milpitas,CITY
Des Plaines,CITY
Placentia,CITY
Taunton,CITY
Montclair,CITY
Johnson City,CITY
Savannah,CITY
Warren,CITY
Vancouver,CITY
Sunrise,CITY
Muncie,CITY
Lehi,CITY
San Francisco,CITY
Fontana,CITY
Frisco,CITY
Chino Hills,CITY
Poway,CITY
Huber Heights,CITY
New Brunswick,CITY
Norfolk,CITY
Hillsboro,CITY
San Jacinto,CITY
Pensacola,CITY
Hamilton,CITY
Florence,CITY
San Bernardino,CITY
Peachtree Corners,CITY
Victorville,CITY
Gary,CITY
Casa Grande,CITY
Morgan Hill,CITY
Dubuque,CITY
Syracuse,CITY
Clarksville,CITY
Lakeland,CITY
Valley Stream,CITY
Dover,CITY
Moorhead,CITY
Culver City,CITY
Palatine,CITY
Seattle,CITY
Covington,CITY
Elk Grove,CITY
Shreveport,CITY
Ogden,CITY
Harrisonburg,CITY
Inglewood,CITY
Pasadena,CITY
Lawrence,CITY
Lake Oswego,CITY
Petaluma,CITY
Springfield,CITY
Napa,CITY
Aurora,CITY
Duluth,CITY
Roanoke,CITY
Bend,CITY
Apple Valley,CITY
Waltham,CITY
Fort Myers,CITY
Tampa,CITY
Upland,CITY
Danville,CITY
Beloit,CITY
Plantation,CITY
Colorado Springs,CITY
Modesto,CITY
Grand Rapids,CITY
Oak Park,CITY
Sarasota,CITY
Jurupa Valley,CITY
Bellflower,CITY
Boulder,CITY
Santa Fe,CITY
Coachella,CITY
Marlborough,CITY
Riverside,CITY
Palmdale,CITY
Novato,CITY
Layton,CITY
Bolingbrook,CITY
Mission Viejo,CITY
Glenview,CITY
Lincoln,CITY
Folsom,CITY
Prescott Valley,CITY
Las Cruces,CITY
Bozeman,CITY
Schaumburg,CITY
Warren,CITY
St. Peters,CITY
Ames,CITY
Surprise,CITY
Richardson,CITY
Midland,CITY
San Marcos,CITY
Wilkes-Barre,CITY
Appleton,CITY
Shawnee,CITY
Mentor,CITY
Livermore,CITY
Charlotte,CITY
Owensboro,CITY
Jupiter,CITY
Rohnert Park,CITY
Chicago,CITY
Billings,CITY
Wauwatosa,CITY
Lombard,CITY
New Haven,CITY
York,CITY
Knoxville,CITY
Elyria,CITY
Barnstable Town,CITY
Murray,CITY
Alameda,CITY
Manteca,CITY
Maplewood,CITY
Medford,CITY
Murfreesboro,CITY
Yuba City,CITY
Shelton,CITY
Cedar Falls,CITY
Germantown,CITY
Scranton,CITY
Auburn,CITY
Manassas,CITY
Vacaville,CITY
Santa Monica,CITY
Suffolk,CITY
Rochester Hills,CITY
La Quinta,CITY
Charleston,CITY
Delano,CITY
St. Cloud,CITY
Charleston,CITY
Kannapolis,CITY
Corona,CITY
Rocklin,CITY
Lee's Summit,CITY
Palm Coast,CITY
Sandy,CITY
Bentonville,CITY
Santa Clarita,CITY
Altamonte Springs,CITY
New Braunfels,CITY
Memphis,CITY
Irving,CITY
Alexandria,CITY
Hesperia,CITY
Holyoke,CITY
Dunwoody,CITY
Skokie,CITY
Kearny,CITY
Bethlehem,CITY
St. Joseph,CITY
Redondo Beach,CITY
Houston,CITY
Temecula,CITY
Ann Arbor,CITY
Beaumont,CITY
East Lansing,CITY
Santee,CITY
Tamarac,CITY
Bellevue,CITY
Pembroke Pines,CITY
Springdale,CITY
Oxnard,CITY
Odessa,CITY
Stillwater,CITY
Brockton,CITY
Bayonne,CITY
Paramount,CITY
Moline,CITY
Meridian,CITY
Cleveland,CITY
Jersey City,CITY
St. Paul,CITY
Deltona,CITY
Freeport,CITY
Iowa City,CITY
Anaheim,CITY
Apple Valley,CITY
Great Falls,CITY
West Valley City,CITY
Hampton,CITY
Georgetown,CITY
Orem,CITY
Monrovia,CITY
Keller,CITY
Goose Creek,CITY
Little Rock,CITY
Santa Ana,CITY
White Plains,CITY
Idaho Falls,CITY
Bellevue,CITY
Roseville,CITY
Perth Amboy,CITY
Peabody,CITY
Grand Island,CITY
Columbia,CITY
Racine,CITY
Carmel,CITY
Portage,CITY
Middletown,CITY
Woodland,CITY
Revere,CITY
Euless,CITY
Arlington Heights,CITY
Hemet,CITY
High Point,CITY
Newark,CITY
Midwest City,CITY
San Marcos,CITY
Port Orange,CITY
Lakewood,CITY
Westerville,CITY
Rockford,CITY
El Cajon,CITY
St. Petersburg,CITY
Downers Grove,CITY
Milford,CITY
Albany,CITY
Las Vegas,CITY
Pasadena,CITY
Port St. Lucie,CITY
Cedar Rapids,CITY
Ormond Beach,CITY
Quincy,CITY
Miramar,CITY
El Paso,CITY
Topeka,CITY
Rosemead,CITY
Keizer,CITY
Minnetonka,CITY
Akron,CITY
Edinburg,CITY
Rancho Cucamonga,CITY
North Charleston,CITY
Louisville,CITY
Watsonville,CITY
Coconut Creek,CITY
Bradenton,CITY
Carlsbad,CITY
Texas City,CITY
Redding,CITY
Wyoming,CITY
Lorain,CITY
Roy,CITY
Fort Lauderdale,CITY
Warner Robins,CITY
Clearwater,CITY
Cutler Bay,CITY
Florence,CITY
Terre Haute,CITY
Temple,CITY
Beavercreek,CITY
Sioux Falls,CITY
Columbus,CITY
Margate,CITY
Leominster,CITY
Warwick,CITY
Bakersfield,CITY
Miami,CITY
Lake Charles,CITY
Richland,CITY
Hickory,CITY
South San Francisco,CITY
Plymouth,CITY
South Bend,CITY
Edmond,CITY
Des Moines,CITY
Bonita Springs,CITY
Draper,CITY
Whittier,CITY
Livonia,CITY
Milwaukee,CITY
Auburn,CITY
Sumter,CITY
Beverly,CITY
Renton,CITY
Centennial,CITY
Richmond,CITY
Anderson,CITY
Beaumont,CITY
Pflugerville,CITY
Hoboken,CITY
Lexington-Fayette,CITY
Norwalk,CITY
Yuma,CITY
Highland,CITY
Carol Stream,CITY
Joliet,CITY
Rock Hill,CITY
Rancho Cordova,CITY
Dearborn Heights,CITY
Honolulu,CITY
Victoria,CITY
Attleboro,CITY
Wylie,CITY
Carrollton,CITY
Plainfield,CITY
Hoffman Estates,CITY
Methuen,CITY
North Port,CITY
Rockville,CITY
Burbank,CITY
Fullerton,CITY
Oshkosh,CITY
Huntsville,CITY
Farmington Hills,CITY
Pico Rivera,CITY
Cerritos,CITY
La Puente,CITY
Grand Junction,CITY
Enid,CITY
San Jose,CITY
Round Rock,CITY
Maple Grove,CITY
Norman,CITY
Homestead,CITY
Friendswood,CITY
Irvine,CITY
Pocatello,CITY
Pacifica,CITY
Sheboygan,CITY
Bossier City,CITY
Cedar Park,CITY
Sandy Springs,CITY
Champaign,CITY
Clifton,CITY
Moore,CITY
Blue Springs,CITY
Lancaster,CITY
Bryan,CITY
Hurst,CITY
Cape Coral,CITY
Cupertino,CITY
Pittsfield,CITY
Gilroy,CITY
Manchester,CITY
Virginia Beach,CITY
Salina,CITY
Somerville,CITY
Largo,CITY
Fresno,CITY
Phenix City,CITY
Berwyn,CITY
Palm Beach Gardens,CITY
Pawtucket,CITY
San Gabriel,CITY
Winston-Salem,CITY
Alpharetta,CITY
O'Fallon,CITY
Redwood City,CITY
Union City,CITY
Hallandale Beach,CITY
Mankato,CITY
Aliso Viejo,CITY
Menifee,CITY
Loveland,CITY
Carpentersville,CITY
Providence,CITY
Hialeah,CITY
San Ramon,CITY
Ontario,CITY
Kirkland,CITY
St. George,CITY
Hilton Head Island,CITY
Glendale,CITY
Meriden,CITY
Gardena,CITY
Westfield,CITY
Elgin,CITY
Plano,CITY
Longmont,CITY
Coppell,CITY
Lakewood,CITY
Jonesboro,CITY
College Station,CITY
Dearborn,CITY
Utica,CITY
Monroe,CITY
Baltimore,CITY
Springfield,CITY
Pine Bluff,CITY
Plainfield,CITY
Lynn,CITY
Woodbury,CITY
Gainesville,CITY
West Sacramento,CITY
Sammamish,CITY
Aventura,CITY
Fayetteville,CITY
San Rafael,CITY
Conway,CITY
Tacoma,CITY
Middletown,CITY
Burlington,CITY
Twin Falls,CITY
Sherman,CITY
New York,CITY
Simi Valley,CITY
West Covina,CITY
Castle Rock,CITY
Valdosta,CITY
Fort Worth,CITY
Carson,CITY
Evansville,CITY
Santa Maria,CITY
Brentwood,CITY
La Mesa,CITY
Westminster,CITY
Reading,CITY
Turlock,CITY
Greeley,CITY
Tyler,CITY
Winter Garden,CITY
Waco,CITY
Martinez,CITY
Thousand Oaks,CITY
Azusa,CITY
Bridgeport,CITY
St. Louis Park,CITY
Chesterfield,CITY
Greenacres,CITY
Pasco,CITY
Torrance,CITY
Madison,CITY
Janesville,CITY
Waukegan,CITY
Bowling Green,CITY
Arlington,CITY
Lewisville,CITY
Farmington,CITY
Oakley,CITY
Palo Alto,CITY
Springfield,CITY
New Bedford,CITY
Redmond,CITY
Brentwood,CITY
Davis,CITY
La Mirada,CITY
Smyrna,CITY
Altoona,CITY
Dothan,CITY
East Orange,CITY
Tinley Park,CITY
Biloxi,CITY
Urbana,CITY
Garden Grove,CITY
Lynwood,CITY
Northglenn,CITY
Canton,CITY
Brookhaven,CITY
Baton Rouge,CITY
Bristol,CITY
Independence,CITY
Lansing,CITY
Orland Park,CITY
Vineland,CITY
Green Bay,CITY
Evanston,CITY
Ocoee,CITY
Los Angeles,CITY
Federal Way,CITY
West Jordan,CITY
Yucaipa,CITY
Pittsburgh,CITY
Downey,CITY
Cicero,CITY
South Gate,CITY
Panama City,CITY
Joplin,CITY
League City,CITY
Salt Lake City,CITY
Fort Pierce,CITY
Phoenix,CITY
Corvallis,CITY
Cedar Hill,CITY
Chicopee,CITY
Ocala,CITY
Roswell,CITY
Park Ridge,CITY
Concord,CITY
Olympia,CITY
Huntington Beach,CITY
Corpus Christi,CITY
Haverhill,CITY
Hanover Park,CITY
Cambridge,CITY
Glendale,CITY
Stanton,CITY
Summerville,CITY
Davenport,CITY
Boca Raton,CITY
New Britain,CITY
Roseville,CITY
Cleveland Heights,CITY
Gresham,CITY
Lauderhill,CITY
Hendersonville,CITY
Santa Clara,CITY
Oceanside,CITY
Lake Forest,CITY
Novi,CITY
West New York,CITY
Everett,CITY
Linden,CITY
Asheville,CITY
Compton,CITY
